"Site.Name","Date","Ametryn","Atrazine","Chlorpyrifos","Diuron","Fipronil","Fluroxypyr","Haloxyfop..acid.","Hexazinone","Imazapic","Imidacloprid","Isoxaflutole.metabolite..DKN.","MCPA","Metolachlor","Metribuzin","Metsulfuron.methyl","Pendimethalin","Prometryn","Simazine","Tebuthiuron","Terbuthylazine","Triclopyr","X2.4.D"
"Sandy Creek at Homebush",2013-01-25 11:25:00,"0.19","4.41",NA,"5.56",NA,"< 0.03","< 0.01","0.94",NA,"0.12","0.18","0.19","0.29",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","0.01","0.53"
"Sandy Creek at Homebush",2013-02-05 09:00:00,"0.03","2.11",NA,"2.44",NA,"< 0.03","< 0.01","0.21",NA,"0.04","0.08","0.05","0.05",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.08"
"Sandy Creek at Homebush",2013-02-18 08:20:00,"0.1","1.1",NA,"1.11",NA,NA,"< 0.01","0.32",NA,"0.16","0.09","0.06","0.12",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.21"
"Sandy Creek at Homebush",2013-02-19 08:10:00,"0.08","1.31",NA,"1.21",NA,NA,"< 0.01","0.3",NA,"0.08","0.05","0.04","0.33",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.21"
"Sandy Creek at Homebush",2013-02-21 12:30:00,"0.09","1.31",NA,"1.3",NA,NA,"< 0.01","0.29",NA,"0.08","0.05","0.03","0.26",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.15"
"Sandy Creek at Homebush",2013-02-27 10:00:00,"0.05","0.36",NA,"0.51",NA,NA,"< 0.01","0.17",NA,"0.1","0.05","0.05","0.07",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.55"
"Sandy Creek at Homebush",2013-03-01 10:00:00,"0.02","0.31",NA,"0.38",NA,NA,"< 0.01","0.09",NA,"0.05","0.03","0.04","0.06",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.14"
"Sandy Creek at Homebush",2013-03-04 10:15:00,"< 0.01","0.09",NA,"0.2",NA,NA,"< 0.01","0.03",NA,"0.06","< 0.01","0.01","0.02",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.07"
"Sandy Creek at Homebush",2013-03-05 08:00:00,"< 0.01","0.13",NA,"0.22",NA,NA,"< 0.01","0.03",NA,"0.04","0.01","0.02","0.02",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.08"
"Sandy Creek at Homebush",2013-03-06 10:10:00,"0.01","0.13",NA,"0.21",NA,NA,"< 0.01","0.04",NA,"0.04","< 0.01","0.02","0.04",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.06"
"Sandy Creek at Homebush",2013-03-08 09:45:00,"< 0.01","0.15",NA,"0.18",NA,NA,"< 0.01","0.05",NA,"0.03","< 0.01","0.01","0.03",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.04"
"Sandy Creek at Homebush",2013-03-27 09:15:00,"0.02","0.07",NA,"0.09",NA,NA,"< 0.01","0.05",NA,"0.04","0.01","0.01","0.02",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.06"
"Sandy Creek at Homebush",2013-04-12 08:10:00,"< 0.01","0.1",NA,"0.15",NA,NA,"< 0.01","0.05",NA,"0.04","< 0.01","0.04","0.03",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.14"
"Sandy Creek at Homebush",2013-04-15 09:25:00,"< 0.01","0.1",NA,"0.12",NA,NA,"< 0.01","0.05",NA,"0.03","< 0.01","0.01","0.02",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.04"
"Sandy Creek at Homebush",2013-05-07 08:00:00,"< 0.01","0.02",NA,"0.05",NA,NA,"< 0.01","0.03",NA,"< 0.01","< 0.01","< 0.01","< 0.01",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","< 0.01"
"Sandy Creek at Homebush",2013-06-03 10:15:00,"< 0.01","0.04",NA,"0.07",NA,NA,"< 0.01","0.05",NA,"< 0.01","< 0.01","< 0.01","< 0.01",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","< 0.01"
"Sandy Creek at Homebush",2013-07-10 09:30:00,"< 0.01","0.12",NA,"0.03",NA,NA,"< 0.01","0.05",NA,"< 0.01","< 0.01","< 0.01","< 0.01",NA,"< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","< 0.01"
"Sandy Creek at Homebush",2013-08-08 17:00:00,"< 0.01","0.01",NA,"0.03",NA,NA,"< 0.01","0.03",NA,"< 0.01","< 0.01","< 0.01","0.01","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","< 0.01"
"Sandy Creek at Homebush",2013-09-16 09:30:00,"< 0.01","0.02",NA,"0.02",NA,"< 0.03","< 0.01","0.01",NA,"< 0.01","0.02","< 0.01","< 0.01","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","< 0.01"
"Sandy Creek at Homebush",2013-11-17 01:08:00,"< 0.01","0.05",NA,"0.03",NA,"< 0.03","< 0.01","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","< 0.01"
"Sandy Creek at Homebush",2013-11-18 04:18:00,"0.03","0.39",NA,"0.4",NA,"< 0.03","< 0.01","0.2",NA,"0.93","0.31","0.04","1.1","0.14","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.39"
"Sandy Creek at Homebush",2013-11-18 08:35:00,"0.17","0.22",NA,"0.69",NA,"< 0.03","< 0.01","0.18",NA,"0.58","0.14","0.02","0.82","0.09","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","3"
"Sandy Creek at Homebush",2014-01-08 09:30:00,"< 0.01","0.19",NA,"0.41",NA,"< 0.03","< 0.01","0.18",NA,"0.02","0.01","< 0.01","0.03","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","< 0.01"
"Sandy Creek at Homebush",2014-01-10 14:45:00,"0.16","2.2",NA,"5.4",NA,"< 0.03","< 0.01","2.4",NA,"0.58","0.08","0.05","0.32","0.31","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","3"
"Sandy Creek at Homebush",2014-01-10 17:05:00,"0.14","1.6",NA,"6.5",NA,"< 0.03","< 0.01","2.1",NA,"0.41","0.05","0.03","0.22","0.22","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","1.5"
"Sandy Creek at Homebush",2014-01-10 23:15:00,"0.11","4.6",NA,"8.5",NA,"< 0.03","< 0.01","2.1",NA,"0.49","0.18","0.03","0.9","0.89","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","2.8"
"Sandy Creek at Homebush",2014-01-11 13:49:00,"0.16","5.1",NA,"8.1",NA,"< 0.03","0.01","2.2",NA,"0.34","0.16","0.06","0.69","0.79","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","2.5"
"Sandy Creek at Homebush",2014-01-12 10:41:00,"0.17","5.3",NA,"9.4",NA,"< 0.03","< 0.01","2.4",NA,"0.37","0.17","0.06","0.58","0.47","< 0.01",NA,"< 0.01","0.01","< 0.01","< 0.01","< 0.02","1.7"
"Sandy Creek at Homebush",2014-01-30 16:30:00,"0.03","0.98",NA,"1.3",NA,NA,"< 0.01","0.46",NA,"0.07","0.07","< 0.01","0.11","0.07","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.05"
"Sandy Creek at Homebush",2014-01-31 02:42:00,"0.03","2.3",NA,"2.1",NA,NA,"0.02","1",NA,"0.27","0.03","< 0.01","0.92","0.04","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.44"
"Sandy Creek at Homebush",2014-01-31 07:24:00,"0.23","1.7",NA,"2.1",NA,NA,"< 0.01","0.92",NA,"0.28","0.06","0.02","0.62","0.09","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.55"
"Sandy Creek at Homebush",2014-01-31 11:22:00,"0.09","1.3",NA,"2.4",NA,NA,"0.03","0.73",NA,"0.3","0.13","0.03","0.52","0.76","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.58"
"Sandy Creek at Homebush",2014-01-31 18:14:00,"0.07","1.1",NA,"2.4",NA,NA,"0.02","0.79",NA,"0.29","0.12","0.02","0.33","0.49","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.43"
"Sandy Creek at Homebush",2014-02-09 17:32:00,"0.02","0.57",NA,"0.65",NA,NA,"< 0.01","0.29",NA,"0.15","0.04","< 0.01","0.06","0.11","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","0.04","0.38"
"Sandy Creek at Homebush",2014-02-09 22:49:00,"0.04","0.36",NA,"1.2",NA,NA,"0.02","0.3",NA,"0.33","0.07","0.03","0.16","0.25","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.31"
"Sandy Creek at Homebush",2014-02-10 10:58:00,"0.02","0.41",NA,"2.1",NA,NA,"< 0.01","0.33",NA,"0.23","0.05","0.01","0.2","0.09","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.22"
"Sandy Creek at Homebush",2014-02-10 19:50:00,"0.02","0.42",NA,"1.3",NA,NA,"< 0.01","0.35",NA,"0.17","0.04","0.02","0.18","0.09","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.18"
"Sandy Creek at Homebush",2014-02-19 13:42:00,"0.01","0.15",NA,"0.45",NA,"0.03","< 0.01","0.16",NA,"0.19","0.02","< 0.01","0.04","0.05","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.4"
"Sandy Creek at Homebush",2014-02-19 15:30:00,"0.01","0.14",NA,"0.46",NA,"0.05","< 0.01","0.14",NA,"0.16","0.02","< 0.01","0.04","0.04","0.02",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.17"
"Sandy Creek at Homebush",2014-02-20 01:52:00,"0.01","0.16",NA,"0.53",NA,"0.11","0.05","0.19",NA,"0.27","0.06","0.07","0.09","0.14","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","1.1"
"Sandy Creek at Homebush",2014-02-20 13:07:00,"0.11","0.62",NA,"0.42",NA,"0.08","0.02","0.16",NA,"0.24","0.03","0.1","0.1","0.17","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.44"
"Sandy Creek at Homebush",2014-02-20 16:05:00,"0.09","0.52",NA,"0.44",NA,"0.12","0.02","0.13",NA,"0.27","0.04","0.07","0.14","0.22","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.52"
"Sandy Creek at Homebush",2014-02-21 01:16:00,"0.11","0.44",NA,"0.35",NA,"0.08","0.02","0.14",NA,"0.16","0.02","0.15","0.07","0.08","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.48"
"Sandy Creek at Homebush",2014-02-21 22:51:00,"0.08","0.35",NA,"0.38",NA,"0.11","0.02","0.16",NA,"0.14","0.01","0.16","0.07","0.06","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.42"
"Sandy Creek at Homebush",2014-02-23 09:03:00,"0.05","0.31",NA,"0.38",NA,"0.11","0.02","0.17",NA,"0.13","0.01","0.12","0.06","0.05","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.19"
"Sandy Creek at Homebush",2014-03-26 10:24:00,"0.2","0.26",NA,"0.29",NA,"0.31","< 0.01","0.15",NA,"0.11","< 0.01","0.07","0.03","< 0.01","0.03",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.82"
"Sandy Creek at Homebush",2014-03-26 11:49:00,"0.05","0.12",NA,"0.36",NA,"0.11","< 0.01","0.16",NA,"0.16","< 0.01","0.05","0.04","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.28"
"Sandy Creek at Homebush",2014-03-26 20:30:00,"< 0.01","0.1",NA,"0.26",NA,"0.14","< 0.01","0.08",NA,"0.16","< 0.01","0.08","0.05","0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.31"
"Sandy Creek at Homebush",2014-03-27 05:13:00,"< 0.01","0.11",NA,"0.26",NA,"0.08","< 0.01","0.09",NA,"0.14","< 0.01","0.06","0.05","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.27"
"Sandy Creek at Homebush",2014-03-27 11:53:00,"< 0.01","0.11",NA,"0.21",NA,"0.07","< 0.01","0.07",NA,"0.13","< 0.01","0.04","0.04","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.19"
"Sandy Creek at Homebush",2014-03-28 00:02:00,"< 0.01","0.14",NA,"0.31",NA,"0.07","< 0.01","0.07",NA,"0.11","< 0.01","0.04","0.04","0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.18"
"Sandy Creek at Homebush",2014-03-28 04:37:00,"< 0.01","0.15",NA,"0.32",NA,"0.06","< 0.01","0.11",NA,"0.1","< 0.01","0.03","0.04","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.2"
"Sandy Creek at Homebush",2014-03-28 08:30:00,"< 0.01","0.13",NA,"0.34",NA,"0.07","< 0.01","0.08",NA,"0.11","< 0.01","0.04","0.04","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.23"
"Sandy Creek at Homebush",2014-03-28 13:15:00,"< 0.01","0.12",NA,"0.33",NA,"0.06","< 0.01","0.08",NA,"0.09","< 0.01","0.04","0.04","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.18"
"Sandy Creek at Homebush",2014-03-28 17:03:00,"< 0.01","0.07",NA,"0.27",NA,"0.04","< 0.01","0.06",NA,"0.11","< 0.01","0.02","0.03","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.11"
"Sandy Creek at Homebush",2014-03-28 18:37:00,"< 0.01","0.15",NA,"0.32",NA,"0.05","< 0.01","0.11",NA,"0.11","< 0.01","0.02","0.04","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.17"
"Sandy Creek at Homebush",2014-03-29 10:06:00,"< 0.01","0.14",NA,"0.34",NA,"0.06","< 0.01","0.09",NA,"0.1","< 0.01","0.03","0.04","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.19"
"Sandy Creek at Homebush",2014-03-31 11:15:00,"< 0.01","0.09",NA,"0.22",NA,"0.04","< 0.01","0.07",NA,"0.06","< 0.01","0.02","0.02","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.06"
"Sandy Creek at Homebush",2014-04-14 10:23:00,"< 0.01","0.26",NA,"0.2",NA,"0.12","< 0.01","0.09",NA,"0.1","< 0.01","0.09","0.03","0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.27"
"Sandy Creek at Homebush",2014-04-14 22:32:00,"0.01","0.42",NA,"0.34",NA,"0.15","< 0.01","0.13",NA,"0.07","< 0.01","0.1","0.03","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.22"
"Sandy Creek at Homebush",2014-04-15 22:08:00,"0.01","0.25",NA,"0.26",NA,"0.11","< 0.01","0.11",NA,"0.08","< 0.01","0.06","0.03","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.23"
"Sandy Creek at Homebush",2014-05-13 15:15:00,"< 0.01","0.13",NA,"0.06",NA,"< 0.03","< 0.01","0.04",NA,"0.02","< 0.01","< 0.01","< 0.01","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","< 0.01"
"Sandy Creek at Homebush",2014-06-13 12:30:00,"0.01","0.08",NA,"0.05",NA,"< 0.03","< 0.01","0.1",NA,"0.01","< 0.01","< 0.01","0.01","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.02"
"Sandy Creek at Homebush",2014-07-22 14:30:00,"< 0.01","0.02",NA,"0.04",NA,"< 0.03","< 0.01","0.04",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","< 0.01"
"Sandy Creek at Homebush",2014-08-26 10:00:00,"< 0.01","0.07",NA,"0.1",NA,"0.05","< 0.01","0.29",NA,"0.07","0.03","0.01","0.64","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.15"
"Sandy Creek at Homebush",2014-09-29 12:20:00,"< 0.01","0.99",NA,"0.17",NA,"0.15","< 0.01","0.07",NA,"0.1","0.01","0.64","1.1","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.4"
"Sandy Creek at Homebush",2014-10-28 14:30:00,"< 0.01","0.22",NA,"0.09",NA,"0.06","< 0.01","0.12",NA,"0.02","< 0.01","< 0.01","0.16","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.03"
"Sandy Creek at Homebush",2014-11-25 15:00:00,"< 0.01","0.04",NA,"0.06",NA,"< 0.03","< 0.01","0.05",NA,"0.01","< 0.01","< 0.01","0.01","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","< 0.01"
"Sandy Creek at Homebush",2014-12-16 15:15:00,"0.01","1.4",NA,"3.2",NA,"0.15","0.02","0.68",NA,"0.92","0.03","0.44","0.28","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.02","0.91"
"Sandy Creek at Homebush",2015-01-06 09:33:00,"0.03","6.9",NA,"7.1",NA,"0.3","< 0.01","2.4",NA,"0.83","0.21","0.02","1.4","1.2","< 0.01",NA,"< 0.01","0.02","< 0.01","< 0.01","< 0.02","0.48"
"Sandy Creek at Homebush",2015-01-06 12:31:00,"0.03","6.1",NA,"6.3",NA,"0.36","< 0.01","2.4",NA,"0.92","0.25","0.03","1.2","1.3","< 0.01",NA,"< 0.01","0.02","< 0.01","< 0.01","< 0.02","0.92"
"Sandy Creek at Homebush",2015-01-06 13:53:00,"0.02","6.8",NA,"7.1",NA,"0.34","< 0.01","2.1",NA,"0.87","0.28","0.03","0.83","1.4","< 0.01",NA,"< 0.01","0.02","< 0.01","< 0.01","< 0.02","0.89"
"Sandy Creek at Homebush",2015-01-06 17:53:00,"0.03","6.4",NA,"6.3",NA,"0.25","0.01","2",NA,"1","0.14","0.03","1.4","0.58","< 0.01",NA,"< 0.01","0.01","< 0.01","< 0.01","< 0.02","0.42"
"Sandy Creek at Homebush",2015-01-07 02:59:00,"0.06","4.5",NA,"6",NA,"0.25","< 0.01","2",NA,"0.83","0.24","0.03","1.5","1","< 0.01",NA,"< 0.01","0.01","< 0.01","< 0.01","< 0.02","0.6"
"Sandy Creek at Homebush",2015-01-07 10:53:00,"0.19","6.3",NA,"6.1",NA,"0.19","< 0.01","1.6",NA,"0.65","0.19","0.03","1.9","0.7","< 0.01",NA,"< 0.01","0.01","< 0.01","< 0.01","< 0.02","0.97"
"Sandy Creek at Homebush",2015-01-07 15:53:00,"0.03","6.8",NA,"7.4",NA,"0.32","< 0.01","2.2",NA,"1.1","0.21","0.04","1.3","1.1","< 0.01",NA,"< 0.01","0.02","< 0.01","< 0.01","< 0.02","0.64"
"Sandy Creek at Homebush",2015-01-18 01:35:00,"0.1","1.5",NA,"5.1",NA,"0.58","< 0.01","1.3",NA,"0.44","0.1","0.14","0.97","0.24","0.02",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","3.7"
"Sandy Creek at Homebush",2015-01-18 03:57:00,"0.13","2.4",NA,"5.1",NA,"0.5","< 0.01","1.2",NA,"0.53","0.11","0.11","1.1","0.2","0.02",NA,"< 0.01","< 0.01","< 0.01","< 0.01","0.01","3.9"
"Sandy Creek at Homebush",2015-01-18 13:03:00,"0.05","4.7",NA,"4.7",NA,"0.55","0.02","1.1",NA,"0.37","0.14","0.12","1.4","0.51","0.03",NA,"< 0.01","0.01","< 0.01","< 0.01","< 0.01","5.1"
"Sandy Creek at Homebush",2015-01-18 22:09:00,"0.06","7.9",NA,"7.4",NA,"0.45","< 0.01","1.3",NA,"0.24","0.09","0.09","1.2","0.35","0.01",NA,"< 0.01","0.01","< 0.01","< 0.01","< 0.01","3.6"
"Sandy Creek at Homebush",2015-01-19 07:15:00,"0.08","6.8",NA,"7.3",NA,"0.47","< 0.01","1.2",NA,"0.24","0.11","0.42","1.1","0.51","0.01",NA,"< 0.01","0.01","< 0.01","< 0.01","0.02","2.9"
"Sandy Creek at Homebush",2015-01-19 16:21:00,"0.05","5.8",NA,"6.6",NA,"0.42","< 0.01","0.97",NA,"0.22","0.13","0.27","0.77","0.78","< 0.01",NA,"< 0.01","0.01","< 0.01","< 0.01","0.01","2.2"
"Sandy Creek at Homebush",2015-01-19 22:45:00,"0.05","6.8",NA,"6.3",NA,"0.44","< 0.01","1.1",NA,"0.25","0.16","0.28","0.86","1.1","< 0.01",NA,"< 0.01","0.01","< 0.01","< 0.01","0.02","1.5"
"Sandy Creek at Homebush",2015-01-20 07:51:00,"0.02","26",NA,"4.6",NA,"0.28","0.01","0.45",NA,"0.6","0.13","0.05","0.27","1.1","0.02",NA,"< 0.01","0.11","< 0.01","< 0.01","< 0.01","1.4"
"Sandy Creek at Homebush",2015-01-21 16:23:00,"0.04","4.2",NA,"2.9",NA,"0.3","0.06","1",NA,"0.45","0.2","0.22","0.31","0.74","0.02",NA,"< 0.01","0.02","< 0.01","< 0.01","< 0.01","0.63"
"Sandy Creek at Homebush",2015-01-21 19:43:00,"0.09","6.3",NA,"3.7",NA,"0.28","0.02","0.55",NA,"0.41","0.21","0.38","0.15","0.96","0.02",NA,"< 0.01","0.03","< 0.01","< 0.01","< 0.01","1.9"
"Sandy Creek at Homebush",2015-01-21 21:43:00,"0.02","3.1",NA,"1.6",NA,"0.34","< 0.01","0.31",NA,"0.68","0.11","0.56","0.11","1.6","0.01",NA,"< 0.01","0.02","< 0.01","< 0.01","< 0.01","0.63"
"Sandy Creek at Homebush",2015-01-22 02:27:00,"0.04","3.4",NA,"2.4",NA,"0.25","< 0.01","0.43",NA,"0.41","0.13","0.33","0.19","0.98","0.01",NA,"< 0.01","0.02","< 0.01","< 0.01","0.01","0.75"
"Sandy Creek at Homebush",2015-01-22 10:05:00,"0.02","2.1",NA,"2",NA,"0.16","< 0.01","0.45",NA,"0.38","0.08","0.14","0.17","0.48","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","0.01","0.96"
"Sandy Creek at Homebush",2015-01-22 11:59:00,"0.06","1.1",NA,"2.2",NA,"0.2","< 0.01","0.3",NA,"0.49","0.04","0.24","0.11","0.85","< 0.01",NA,"< 0.01","< 0.01","0.03","< 0.01","< 0.01","0.52"
"Sandy Creek at Homebush",2015-01-22 19:45:00,"0.01","2",NA,"1.9",NA,"0.12","< 0.01","0.23",NA,"0.35","0.08","0.08","0.14","0.32","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.39"
"Sandy Creek at Homebush",2015-01-23 02:53:00,"0.02","2",NA,"2",NA,"0.1","< 0.01","0.29",NA,"0.27","0.07","0.1","0.38","0.24","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.35"
"Sandy Creek at Homebush",2015-01-23 10:45:00,"0.01","1.5",NA,"1.7",NA,"0.11","< 0.01","0.34",NA,"0.15","0.04","0.12","0.42","0.12","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","0.02","0.46"
"Sandy Creek at Homebush",2015-01-24 03:11:00,"< 0.01","1.7",NA,"1.3",NA,"0.13","< 0.01","0.39",NA,"0.27","0.05","0.07","0.39","0.17","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.5"
"Sandy Creek at Homebush",2015-01-25 09:07:00,"0.01","1.5",NA,"1.6",NA,"0.1","< 0.01","0.42",NA,"0.27","0.05","0.04","0.38","0.12","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.35"
"Sandy Creek at Homebush",2015-01-27 07:25:00,"0.02","1.4",NA,"1.6",NA,"0.15","< 0.01","0.49",NA,"0.28","0.04","0.06","0.53","0.14","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.2"
"Sandy Creek at Homebush",2015-02-20 12:10:00,"0.02","0.21",NA,"0.28",NA,"0.01","< 0.01","0.12","0.06","0.04","0.02","< 0.01","0.05","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.05"
